Function	CPU Time	CPU Time:Effective Time	CPU Time:Spin Time	CPU Time:Overhead Time	Module	Function (Full)	Source File	Start Address
decode_significance_8x8_skip_x86	0.171829	0.171829	0.0	0.0	libavcodec.so.62	decode_significance_8x8_skip_x86	h264_cabac.c	0x3c7793
decode_significance_skip_x86	0.112093	0.112093	0.0	0.0	libavcodec.so.62	decode_significance_skip_x86	h264_cabac.c	0x3c5280
get_cabac_inline_x86	0.067806	0.067806	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3c34e0
fill_decode_caches	0.047883	0.047883	0.0	0.0	libavcodec.so.62	fill_decode_caches	h264_mvpred.h	0x3c3850
get_cabac_inline_x86	0.044129	0.044129	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3c3580
decode_cabac_mb_mvd	0.032184	0.032184	0.0	0.0	libavcodec.so.62	decode_cabac_mb_mvd	h264_cabac.c	0x3c7980
pred_spatial_direct_motion	0.031993	0.031993	0.0	0.0	libavcodec.so.62	pred_spatial_direct_motion	h264_direct.c	0x3d727b
add_mb	0.020008	0.020008	0.0	0.0	libavcodec.so.62	add_mb	mpegutils.c	0x733df9
ff_h264_decode_mb_cabac	0.019960	0.019960	0.0	0.0	libavcodec.so.62	ff_h264_decode_mb_cabac	h264_cabac.c	0x3c9660
pred_motion	0.016011	0.016011	0.0	0.0	libavcodec.so.62	pred_motion	h264_mvpred.h	0x3ccdd0
decode_mb_skip	0.012110	0.012110	0.0	0.0	libavcodec.so.62	decode_mb_skip	h264_mvpred.h	0x3c9e57
pred_intra_mode	0.012054	0.012054	0.0	0.0	libavcodec.so.62	pred_intra_mode	h264_mvpred.h	0x3c9a28
decode_cabac_mb_cbp_chroma	0.012047	0.012047	0.0	0.0	libavcodec.so.62	decode_cabac_mb_cbp_chroma	h264_cabac.c	0x3cad12
decode_cabac_residual_nondc_internal_skip	0.012037	0.012037	0.0	0.0	libavcodec.so.62	decode_cabac_residual_nondc_internal_skip	h264_cabac.c	0x3c7400
write_back_motion	0.012031	0.012031	0.0	0.0	libavcodec.so.62	write_back_motion	h264_mvpred.h	0x3c9b50
decode_cabac_residual_dc_skip	0.012028	0.012028	0.0	0.0	libavcodec.so.62	decode_cabac_residual_dc_skip	h264_cabac.c	0x3c8c30
get_cabac_inline_x86	0.012020	0.012020	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3c79d0
write_back_motion_list	0.012019	0.012019	0.0	0.0	libavcodec.so.62	write_back_motion_list	h264_mvpred.h	0x3c9bac
write_back_motion_list	0.012016	0.012016	0.0	0.0	libavcodec.so.62	write_back_motion_list	h264_mvpred.h	0x3c9f26
decode_cabac_residual_nondc_skip	0.012001	0.012001	0.0	0.0	libavcodec.so.62	decode_cabac_residual_nondc_skip	h264_cabac.c	0x3c9390
pred_pskip_motion	0.012001	0.012001	0.0	0.0	libavcodec.so.62	pred_pskip_motion	h264_mvpred.h	0x3ca5ee
get_cabac_inline_x86	0.012001	0.012001	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3c6d58
pred_motion	0.011998	0.011998	0.0	0.0	libavcodec.so.62	pred_motion	h264_mvpred.h	0x3cb0fe
add_mb	0.011995	0.011995	0.0	0.0	libavcodec.so.62	add_mb	mpegutils.c	0x73390b
decode_significance_8x8_x86	0.011957	0.011957	0.0	0.0	libavcodec.so.62	decode_significance_8x8_x86	h264_cabac.c	0x3c6868
get_cabac_bypass_x86	0.008015	0.008015	0.0	0.0	libavcodec.so.62	get_cabac_bypass_x86	cabac.h	0x3c7720
fetch_diagonal_mv	0.008001	0.008001	0.0	0.0	libavcodec.so.62	fetch_diagonal_mv	h264_mvpred.h	0x3cc340
pred_motion	0.007998	0.007998	0.0	0.0	libavcodec.so.62	pred_motion	h264_mvpred.h	0x3cd69f
ff_print_debug_info2_optimized	0.007996	0.007996	0.0	0.0	libavcodec.so.62	ff_print_debug_info2_optimized	mpegutils.c	0x733710
get_cabac_inline_x86	0.007992	0.007992	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3c6afe
get_cabac_cbf_ctx	0.007985	0.007985	0.0	0.0	libavcodec.so.62	get_cabac_cbf_ctx	h264_cabac.c	0x3c9390
write_back_non_zero_count	0.007983	0.007983	0.0	0.0	libavcodec.so.62	write_back_non_zero_count	h264_mvpred.h	0x3ca505
..@5224.end	0.007982	0.007982	0.0	0.0	libavcodec.so.62	..@5224.end	h264_deblock.asm	0xc71b60
decode_slice	0.007982	0.007982	0.0	0.0	libavcodec.so.62	decode_slice	h264_slice.c	0x40efc0
pack8to16	0.007970	0.007970	0.0	0.0	libavcodec.so.62	pack8to16	h264_cabac.c	0x3cce9a
get_cabac_inline_x86	0.007946	0.007946	0.0	0.0	libavcodec.so.62	get_cabac_inline_x86	cabac.h	0x3c8f49
_mm_store_si128	0.007929	0.007929	0.0	0.0	libavcodec.so.62	_mm_store_si128	emmintrin.h	0x3c9f7e
